(0.0003, 400, 0.3, 1, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.0001, 50, 0.3, 1, 5): {'acc': 0.65365853658536588, 'rec': 0.42222222222222222, 'prec': 0.66666666666666663, 'f1': 0.51700680272108845}
(0.1, 400, 0.3, 7, 20): {'acc': 0.99512195121951219, 'rec': 0.98888888888888893, 'prec': 1.0, 'f1': 0.99441340782122911}
(0.003, 100, 0.9, 1, 25): {'acc': 0.88292682926829269, 'rec': 0.83333333333333337, 'prec': 0.8928571428571429, 'f1': 0.86206896551724133}
(0.03, 200, 0.3, 5, 10): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.001, 400, 0.3, 9, 25): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.001, 200, 0.5, 9, 20): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.1, 100, 0.3, 9, 5): {'acc': 0.9463414634146341, 'rec': 1.0, 'prec': 0.8910891089108911, 'f1': 0.94240837696335089}
(0.01, 800, 0.9, 3, 25): {'acc': 0.99512195121951219, 'rec': 1.0, 'prec': 0.98901098901098905, 'f1': 0.99447513812154698}
(0.0003, 800, 0.1, 5, 10): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(3e-05, 400, 0.1, 7, 10): {'acc': 0.75609756097560976, 'rec': 0.71111111111111114, 'prec': 0.72727272727272729, 'f1': 0.7191011235955056}
(0.1, 200, 0.5, 9, 25): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.0001, 100, 0.5, 5, 10): {'acc': 0.6634146341463415, 'rec': 0.43333333333333335, 'prec': 0.68421052631578949, 'f1': 0.53061224489795922}
(0.03, 800, 0.7, 9, 5): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.01, 50, 0.5, 7, 10): {'acc': 0.98048780487804876, 'rec': 1.0, 'prec': 0.95744680851063835, 'f1': 0.97826086956521741}
(0.003, 400, 0.9, 1, 15): {'acc': 0.96585365853658534, 'rec': 0.94444444444444442, 'prec': 0.97701149425287359, 'f1': 0.96045197740112997}
(0.03, 800, 0.7, 5, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.0003, 50, 0.9, 9, 15): {'acc': 0.56097560975609762, 'rec': 0.0, 'prec': 0.0, 'f1': 0.0}
(0.01, 200, 0.1, 7, 10): {'acc': 0.99512195121951219, 'rec': 1.0, 'prec': 0.98901098901098905, 'f1': 0.99447513812154698}
(0.0003, 50, 0.9, 3, 15): {'acc': 0.60487804878048779, 'rec': 0.5, 'prec': 0.55555555555555558, 'f1': 0.52631578947368418}
(3e-05, 200, 0.3, 9, 15): {'acc': 0.56097560975609762, 'rec': 0.0, 'prec': 0.0, 'f1': 0.0}
(0.1, 200, 0.1, 7, 5): {'acc': 0.96585365853658534, 'rec': 0.92222222222222228, 'prec': 1.0, 'f1': 0.95953757225433534}
(0.001, 200, 0.3, 1, 5): {'acc': 0.99512195121951219, 'rec': 1.0, 'prec': 0.98901098901098905, 'f1': 0.99447513812154698}
(3e-05, 400, 0.9, 1, 10): {'acc': 0.60487804878048779, 'rec': 0.48888888888888887, 'prec': 0.55696202531645567, 'f1': 0.52071005917159774}
(3e-05, 50, 0.5, 3, 20): {'acc': 0.51707317073170733, 'rec': 0.93333333333333335, 'prec': 0.47457627118644069, 'f1': 0.6292134831460674}
(0.1, 100, 0.7, 9, 20): {'acc': 0.56097560975609762, 'rec': 0.0, 'prec': 0.0, 'f1': 0.0}
(0.0003, 200, 0.3, 5, 10): {'acc': 0.89756097560975612, 'rec': 0.81111111111111112, 'prec': 0.94805194805194803, 'f1': 0.87425149700598803}
(0.1, 100, 0.3, 3, 25): {'acc': 0.96097560975609753, 'rec': 1.0, 'prec': 0.91836734693877553, 'f1': 0.95744680851063835}
(0.01, 50, 0.7, 1, 15): {'acc': 0.99512195121951219, 'rec': 1.0, 'prec': 0.98901098901098905, 'f1': 0.99447513812154698}
(0.01, 800, 0.7, 1, 20): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.01, 50, 0.9, 1, 20): {'acc': 0.84878048780487803, 'rec': 0.8666666666666667, 'prec': 0.80412371134020622, 'f1': 0.8342245989304814}
(3e-05, 800, 0.1, 3, 10): {'acc': 0.81951219512195117, 'rec': 0.64444444444444449, 'prec': 0.92063492063492058, 'f1': 0.75816993464052285}
(0.03, 100, 0.9, 7, 15): {'acc': 0.83902439024390241, 'rec': 0.90000000000000002, 'prec': 0.77142857142857146, 'f1': 0.8307692307692307}
(0.003, 100, 0.3, 9, 5): {'acc': 0.98536585365853657, 'rec': 1.0, 'prec': 0.967741935483871, 'f1': 0.98360655737704916}
(3e-05, 100, 0.3, 3, 5): {'acc': 0.54634146341463419, 'rec': 0.055555555555555552, 'prec': 0.38461538461538464, 'f1': 0.097087378640776698}
(0.0003, 50, 0.1, 1, 5): {'acc': 0.72682926829268291, 'rec': 0.41111111111111109, 'prec': 0.92500000000000004, 'f1': 0.56923076923076921}
(0.001, 200, 0.1, 7, 10): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(3e-05, 50, 0.7, 9, 20): {'acc': 0.43414634146341463, 'rec': 0.97777777777777775, 'prec': 0.43564356435643564, 'f1': 0.60273972602739723}
(0.03, 200, 0.9, 1, 5): {'acc': 0.87317073170731707, 'rec': 0.85555555555555551, 'prec': 0.85555555555555551, 'f1': 0.85555555555555551}
(3e-05, 400, 0.3, 1, 20): {'acc': 0.76585365853658538, 'rec': 0.83333333333333337, 'prec': 0.69444444444444442, 'f1': 0.75757575757575768}
(0.1, 100, 0.7, 7, 5): {'acc': 0.56097560975609762, 'rec': 0.0, 'prec': 0.0, 'f1': 0.0}
(0.003, 800, 0.7, 1, 5): {'acc': 0.99512195121951219, 'rec': 0.98888888888888893, 'prec': 1.0, 'f1': 0.99441340782122911}
(0.01, 50, 0.7, 3, 20): {'acc': 0.96585365853658534, 'rec': 0.93333333333333335, 'prec': 0.9882352941176471, 'f1': 0.95999999999999996}
(0.003, 400, 0.3, 9, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.03, 100, 0.7, 3, 20): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.0001, 400, 0.5, 5, 20): {'acc': 0.90731707317073174, 'rec': 0.94444444444444442, 'prec': 0.85858585858585856, 'f1': 0.89947089947089942}
(3e-05, 800, 0.9, 7, 10): {'acc': 0.56097560975609762, 'rec': 0.0, 'prec': 0.0, 'f1': 0.0}
(3e-05, 50, 0.7, 3, 15): {'acc': 0.56585365853658531, 'rec': 0.022222222222222223, 'prec': 0.66666666666666663, 'f1': 0.043010752688172046}
(0.0003, 400, 0.1, 5, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.03, 400, 0.5, 9, 15): {'acc': 0.56097560975609762, 'rec': 0.0, 'prec': 0.0, 'f1': 0.0}
(0.03, 400, 0.3, 3, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.0003, 200, 0.1, 5, 20): {'acc': 0.99024390243902438, 'rec': 0.97777777777777775, 'prec': 1.0, 'f1': 0.9887640449438202}
(0.0003, 800, 0.7, 5, 20): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.001, 100, 0.9, 3, 15): {'acc': 0.73658536585365852, 'rec': 0.64444444444444449, 'prec': 0.72499999999999998, 'f1': 0.68235294117647061}
(0.0001, 50, 0.3, 5, 5): {'acc': 0.50731707317073171, 'rec': 0.68888888888888888, 'prec': 0.45925925925925926, 'f1': 0.55111111111111111}
(0.1, 400, 0.3, 3, 20): {'acc': 0.63414634146341464, 'rec': 0.97777777777777775, 'prec': 0.54658385093167705, 'f1': 0.70119521912350602}
(3e-05, 800, 0.5, 9, 25): {'acc': 0.87804878048780488, 'rec': 0.85555555555555551, 'prec': 0.8651685393258427, 'f1': 0.86033519553072624}
(0.0003, 50, 0.5, 3, 20): {'acc': 0.65853658536585369, 'rec': 0.75555555555555554, 'prec': 0.58620689655172409, 'f1': 0.66019417475728148}
(0.001, 200, 0.5, 5, 20): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.001, 800, 0.3, 3, 5): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.1, 800, 0.5, 9, 20): {'acc': 0.56097560975609762, 'rec': 0.0, 'prec': 0.0, 'f1': 0.0}
(0.003, 800, 0.5, 3, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.1, 100, 0.5, 9, 10): {'acc': 0.99512195121951219, 'rec': 1.0, 'prec': 0.98901098901098905, 'f1': 0.99447513812154698}
(0.001, 50, 0.1, 7, 20): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.01, 100, 0.7, 5, 25): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
